business_name,industry,city,state_code,state_name,address,phone,has_website,website_url,website_confidence,lead_score,source,created_at,notes
Big Roofing Services of Arlington,Roofing,Arlington,TX,Texas,"9194 Innovation Blvd, Arlington, TX 49281",(361) 320-1497,False,,0.9,94,sweep_v25,2026-06-06T04:42:54.797799,Target for Modern Trade template demo
Best Lubbock Roofing & Remodeling,Roofing,Lubbock,TX,Texas,"5915 3rd St, Lubbock, TX 90877",(432) 429-7497,True,,0.68,53,sweep_v25,2026-06-06T04:42:54.797841,Target for Modern Trade template demo
Five Pizza & Pasta,Restaurant,Grapevine,TX,Texas,"7731 Lake Dr, Grapevine, TX 34332",(972) 205-6999,True,,0.86,50,sweep_v25,2026-06-06T04:42:54.797882,Target for Elegant Food template demo
Sun New Braunfels Diner,Restaurant,New Braunfels,TX,Texas,"6963 Enterprise Rd, New Braunfels, TX 79622",(972) 843-5682,True,,0.78,44,sweep_v25,2026-06-06T04:42:54.797929,Target for Elegant Food template demo
Five Star HVAC Solutions of Buckeye,HVAC,Buckeye,AZ,Arizona,"2248 School St, Buckeye, AZ 80919",(520) 651-6937,False,,0.91,92,sweep_v25,2026-06-06T04:42:54.797973,Target for Modern Trade template demo
Advanced Rye Roofing Company,Roofing,Rye,NY,New York,"7811 2nd St, Rye, NY 83728",(516) 302-5900,False,,0.8,89,sweep_v25,2026-06-06T04:42:54.798015,Target for Modern Trade template demo
Golden Bistro & Bar,Restaurant,Haltom City,TX,Texas,"8920 3rd St, Haltom City, TX 26130",(214) 599-8820,False,,0.76,94,sweep_v25,2026-06-06T04:42:54.798057,Target for Elegant Food template demo
Elite Sugar Land Pizzeria,Restaurant,Sugar Land,TX,Texas,"8709 2nd St, Sugar Land, TX 47803",(409) 622-4072,True,,0.65,52,sweep_v25,2026-06-06T04:42:54.798099,Target for Elegant Food template demo
Pacific Cooling & Heating of Newburgh,HVAC,Newburgh,NY,New York,"100 Jackson Blvd, Newburgh, NY 26805",(716) 393-6938,True,,0.61,48,sweep_v25,2026-06-06T04:42:54.798140,Target for Modern Trade template demo
National Air & Heating of San Luis,HVAC,San Luis,AZ,Arizona,"1102 Adams St, San Luis, AZ 16554",(520) 295-3084,True,,0.79,49,sweep_v25,2026-06-06T04:42:54.798182,Target for Modern Trade template demo
Rapid AC & Heating of Salamanca,HVAC,Salamanca,NY,New York,"8256 Spring St, Salamanca, NY 34061",(607) 204-8385,True,,0.69,47,sweep_v25,2026-06-06T04:42:54.798249,Target for Modern Trade template demo
Best HVAC of Paradise Valley,HVAC,Paradise Valley,AZ,Arizona,"6477 Water St, Paradise Valley, AZ 41575",(623) 423-4364,False,,0.81,97,sweep_v25,2026-06-06T04:42:54.798295,Target for Modern Trade template demo
Armor Shingle & Siding of Yuma,Roofing,Yuma,AZ,Arizona,"8727 Highland Ave, Yuma, AZ 94140",(520) 988-1310,True,,0.66,49,sweep_v25,2026-06-06T04:42:54.798338,Target for Modern Trade template demo
Lone Star Syracuse Bakery & Cafe,Restaurant,Syracuse,NY,New York,"6964 Innovation Blvd, Syracuse, NY 16991",(212) 856-2823,False,,0.94,77,sweep_v25,2026-06-06T04:42:54.798382,Target for Elegant Food template demo
Golden Austin Diner,Restaurant,Austin,TX,Texas,"7455 Madison Ave, Austin, TX 29235",(979) 354-3219,True,,0.83,42,sweep_v25,2026-06-06T04:42:54.798424,Target for Elegant Food template demo
Seven Elmira Sushi Bar,Restaurant,Elmira,NY,New York,"8236 River Rd, Elmira, NY 95093",(917) 514-3123,True,,0.84,42,sweep_v25,2026-06-06T04:42:54.798466,Target for Elegant Food template demo
North Roofing Solutions of Tolleson,Roofing,Tolleson,AZ,Arizona,"9499 Pine St, Tolleson, AZ 26639",(520) 409-9817,True,,0.82,54,sweep_v25,2026-06-06T04:42:54.798508,Target for Modern Trade template demo
Top Avondale Eatery,Restaurant,Avondale,AZ,Arizona,"8300 Market St, Avondale, AZ 47176",(623) 924-9984,True,,0.72,46,sweep_v25,2026-06-06T04:42:54.798549,Target for Elegant Food template demo
Midtown Corpus Christi Deli & Market,Restaurant,Corpus Christi,TX,Texas,"6425 2nd St, Corpus Christi, TX 49304",(737) 434-5725,True,,0.82,43,sweep_v25,2026-06-06T04:42:54.798591,Target for Elegant Food template demo
Pride Exteriors of Fort Worth,Roofing,Fort Worth,TX,Texas,"7155 Spring St, Fort Worth, TX 17664",(806) 281-2759,True,,0.74,55,sweep_v25,2026-06-06T04:42:54.798633,Target for Modern Trade template demo
Express Air Systems of Fulton,HVAC,Fulton,NY,New York,"2071 Hill St, Fulton, NY 56782",(631) 941-2762,True,,0.67,55,sweep_v25,2026-06-06T04:42:54.798675,Target for Modern Trade template demo
Great Pharr BBQ & Grill,Restaurant,Pharr,TX,Texas,"1805 Main St, Pharr, TX 29352",(936) 755-7080,False,,0.89,90,sweep_v25,2026-06-06T04:42:54.798717,Target for Elegant Food template demo
Capital Ithaca Cooling Solutions,HVAC,Ithaca,NY,New York,"5207 Cedar Ln, Ithaca, NY 13576",(516) 893-1557,True,,0.66,57,sweep_v25,2026-06-06T04:42:54.798791,Target for Modern Trade template demo
Mountain Newburgh Pizza & Pasta,Restaurant,Newburgh,NY,New York,"5119 Center St, Newburgh, NY 57524",(607) 465-2146,True,,0.61,41,sweep_v25,2026-06-06T04:42:54.798838,Target for Elegant Food template demo
Climate San Marcos HVAC Solutions,HVAC,San Marcos,TX,Texas,"7224 Hamilton Ave, San Marcos, TX 11262",(254) 548-1984,True,,0.69,52,sweep_v25,2026-06-06T04:42:54.798883,Target for Modern Trade template demo
Atlas Hudson HVAC Solutions,HVAC,Hudson,NY,New York,"1633 River Rd, Hudson, NY 57210",(518) 851-9687,True,,0.76,53,sweep_v25,2026-06-06T04:42:54.798928,Target for Modern Trade template demo
Certified Roof & Gutter,Roofing,Brownsville,TX,Texas,"3890 Madison Ave, Brownsville, TX 55427",(817) 875-3187,False,,0.75,94,sweep_v25,2026-06-06T04:42:54.798970,Target for Modern Trade template demo
Valley Richardson Mechanical,HVAC,Richardson,TX,Texas,"2974 Highland Ave, Richardson, TX 33883",(830) 402-3173,True,,0.89,56,sweep_v25,2026-06-06T04:42:54.799013,Target for Modern Trade template demo
Capital Cooling & Heating of Sherman,HVAC,Sherman,TX,Texas,"2465 Jackson Blvd, Sherman, TX 94943",(325) 319-3625,True,,0.81,48,sweep_v25,2026-06-06T04:42:54.799055,Target for Modern Trade template demo
Elite Pizza & Pasta,Restaurant,Brownsville,TX,Texas,"6089 Technology Dr, Brownsville, TX 78532",(936) 273-6254,True,,0.84,48,sweep_v25,2026-06-06T04:42:54.799096,Target for Elegant Food template demo
Economy Harlingen Roofing Solutions,Roofing,Harlingen,TX,Texas,"1177 2nd St, Harlingen, TX 37486",(254) 814-9736,False,,0.78,97,sweep_v25,2026-06-06T04:42:54.799138,Target for Modern Trade template demo
Valley Socorro BBQ & Grill,Restaurant,Socorro,TX,Texas,"6129 Highland Ave, Socorro, TX 49015",(737) 785-6618,True,,0.83,43,sweep_v25,2026-06-06T04:42:54.799179,Target for Elegant Food template demo
AA Waco Mechanical,HVAC,Waco,TX,Texas,"9773 Monroe Ave, Waco, TX 47527",(806) 285-3190,True,,0.81,59,sweep_v25,2026-06-06T04:42:54.799248,Target for Modern Trade template demo
White Frisco Service Experts,HVAC,Frisco,TX,Texas,"8897 Adams St, Frisco, TX 12050",(432) 734-3924,False,,0.73,89,sweep_v25,2026-06-06T04:42:54.799301,Target for Modern Trade template demo
Main Mexican Grill,Restaurant,Glens Falls,NY,New York,"2436 Maple Dr, Glens Falls, NY 19299",(315) 814-5798,True,,0.77,43,sweep_v25,2026-06-06T04:42:54.799365,Target for Elegant Food template demo
Victory DeSoto Shingle & Siding,Roofing,DeSoto,TX,Texas,"2160 Market St, DeSoto, TX 68487",(817) 748-5351,True,,0.8,57,sweep_v25,2026-06-06T04:42:54.799410,Target for Modern Trade template demo
Elite Diner,Restaurant,Apache Junction,AZ,Arizona,"607 Center St, Apache Junction, AZ 21542",(623) 739-8567,True,,0.64,44,sweep_v25,2026-06-06T04:42:54.799455,Target for Elegant Food template demo
ABC Cooling Solutions of Glendale,HVAC,Glendale,AZ,Arizona,"1424 Jackson Blvd, Glendale, AZ 67046",(480) 853-7069,True,,0.8,48,sweep_v25,2026-06-06T04:42:54.799498,Target for Modern Trade template demo
West Nacogdoches Roof Specialists,Roofing,Nacogdoches,TX,Texas,"2614 Cedar Ln, Nacogdoches, TX 25830",(361) 312-8889,True,,0.84,61,sweep_v25,2026-06-06T04:42:54.799540,Target for Modern Trade template demo
Sun Air Conditioning of Tempe,HVAC,Tempe,AZ,Arizona,"3700 Elm St, Tempe, AZ 70876",(928) 491-3508,True,,0.88,50,sweep_v25,2026-06-06T04:42:54.799584,Target for Modern Trade template demo
Village Grille,Restaurant,Plano,TX,Texas,"6017 Church St, Plano, TX 35432",(956) 204-4572,True,,0.83,47,sweep_v25,2026-06-06T04:42:54.799625,Target for Elegant Food template demo
Desert AC & Heating of Douglas,HVAC,Douglas,AZ,Arizona,"9081 Lincoln Ave, Douglas, AZ 61511",(928) 614-3769,True,,0.67,53,sweep_v25,2026-06-06T04:42:54.799667,Target for Modern Trade template demo
North Roofing & Remodeling of Abilene,Roofing,Abilene,TX,Texas,"2404 School St, Abilene, TX 68921",(806) 662-7472,True,,0.61,50,sweep_v25,2026-06-06T04:42:54.799709,Target for Modern Trade template demo
Norton Comfort Systems,HVAC,New Braunfels,TX,Texas,"8697 Veterans Blvd, New Braunfels, TX 11265",(713) 799-1977,False,,0.94,100,sweep_v25,2026-06-06T04:42:54.799752,Target for Modern Trade template demo
Lone Star Southlake Kitchen,Restaurant,Southlake,TX,Texas,"3675 River Rd, Southlake, TX 68832",(713) 413-2341,True,,0.6,40,sweep_v25,2026-06-06T04:42:54.799794,Target for Elegant Food template demo
Copper Steakhouse,Restaurant,Kyle,TX,Texas,"4348 Madison Ave, Kyle, TX 31049",(512) 500-8213,True,,0.62,43,sweep_v25,2026-06-06T04:42:54.799836,Target for Elegant Food template demo
Casa Houston Cafe & Grill,Restaurant,Houston,TX,Texas,"5728 Lake Dr, Houston, TX 17394",(281) 499-6616,False,,0.89,91,sweep_v25,2026-06-06T04:42:54.799877,Target for Elegant Food template demo
Pride Safford Roofing & Remodeling,Roofing,Safford,AZ,Arizona,"1904 Washington Blvd, Safford, AZ 26024",(480) 945-1831,True,,0.68,62,sweep_v25,2026-06-06T04:42:54.799919,Target for Modern Trade template demo
Guardian Shingle & Siding of Hornell,Roofing,Hornell,NY,New York,"2615 Cedar Ln, Hornell, NY 97536",(718) 483-9845,False,,0.81,94,sweep_v25,2026-06-06T04:42:54.799966,Target for Modern Trade template demo
Patriot Heating & Air of Batavia,HVAC,Batavia,NY,New York,"6857 Water St, Batavia, NY 36402",(631) 208-6580,True,,0.87,55,sweep_v25,2026-06-06T04:42:54.800007,Target for Modern Trade template demo
State Air Systems of Georgetown,HVAC,Georgetown,TX,Texas,"3183 Lincoln Ave, Georgetown, TX 90942",(682) 329-3731,False,,0.91,100,sweep_v25,2026-06-06T04:42:54.800049,Target for Modern Trade template demo
Market Abilene Deli & Market,Restaurant,Abilene,TX,Texas,"822 1st Ave, Abilene, TX 74728",(682) 489-8789,True,,0.69,45,sweep_v25,2026-06-06T04:42:54.800092,Target for Elegant Food template demo
West Air & Heating,HVAC,Texas City,TX,Texas,"2537 Innovation Blvd, Texas City, TX 90405",(956) 605-9316,True,,0.82,56,sweep_v25,2026-06-06T04:42:54.800134,Target for Modern Trade template demo
Western North Richland Hills Shingle & Siding,Roofing,North Richland Hills,TX,Texas,"4814 Market St, North Richland Hills, TX 25926",(940) 680-6546,True,,0.65,65,sweep_v25,2026-06-06T04:42:54.800177,Target for Modern Trade template demo
Superior HVAC Services of Haltom City,HVAC,Haltom City,TX,Texas,"5713 Veterans Blvd, Haltom City, TX 13764",(903) 371-8500,True,,0.73,48,sweep_v25,2026-06-06T04:42:54.800247,Target for Modern Trade template demo
King Holbrook Mechanical,HVAC,Holbrook,AZ,Arizona,"5103 Jefferson Dr, Holbrook, AZ 96985",(602) 364-2763,True,,0.82,56,sweep_v25,2026-06-06T04:42:54.800291,Target for Modern Trade template demo
Southwest Roof & Gutter,Roofing,Parker,AZ,Arizona,"7328 Hill St, Parker, AZ 97042",(480) 260-3404,False,,0.74,94,sweep_v25,2026-06-06T04:42:54.800334,Target for Modern Trade template demo
New Denton Mechanical,HVAC,Denton,TX,Texas,"3556 State St, Denton, TX 89279",(817) 382-3748,False,,0.74,88,sweep_v25,2026-06-06T04:42:54.800375,Target for Modern Trade template demo
Old Pizzeria,Restaurant,Olean,NY,New York,"6685 Water St, Olean, NY 42150",(347) 491-2840,False,,0.93,79,sweep_v25,2026-06-06T04:42:54.800428,Target for Elegant Food template demo
City Deli & Market,Restaurant,Mesquite,TX,Texas,"713 Jackson Blvd, Mesquite, TX 24622",(737) 556-3511,True,,0.9,40,sweep_v25,2026-06-06T04:42:54.800489,Target for Elegant Food template demo
Traditions Pizza & Pasta,Restaurant,Youngtown,AZ,Arizona,"4217 Market St, Youngtown, AZ 24979",(520) 906-2585,False,,0.8,84,sweep_v25,2026-06-06T04:42:54.800550,Target for Elegant Food template demo
Vista El Paso Sushi Bar,Restaurant,El Paso,TX,Texas,"8755 River Rd, El Paso, TX 87705",(806) 360-1514,True,,0.75,54,sweep_v25,2026-06-06T04:42:54.800599,Target for Elegant Food template demo
One Rensselaer Sushi Bar,Restaurant,Rensselaer,NY,New York,"4530 River Rd, Rensselaer, NY 89613",(518) 939-6726,False,,0.83,88,sweep_v25,2026-06-06T04:42:54.800641,Target for Elegant Food template demo
ABC Massena AC & Heating,HVAC,Massena,NY,New York,"3050 Water St, Massena, NY 77955",(518) 555-6590,True,,0.65,57,sweep_v25,2026-06-06T04:42:54.800685,Target for Modern Trade template demo
Service Little Falls Air Systems,HVAC,Little Falls,NY,New York,"5332 State St, Little Falls, NY 16089",(631) 217-2544,False,,0.76,88,sweep_v25,2026-06-06T04:42:54.800727,Target for Modern Trade template demo
All-Pro HVAC Services of Irving,HVAC,Irving,TX,Texas,"5388 3rd St, Irving, TX 21704",(903) 207-4342,False,,0.81,89,sweep_v25,2026-06-06T04:42:54.800769,Target for Modern Trade template demo
Silver Comfort Systems of Paris,HVAC,Paris,TX,Texas,"3602 Innovation Blvd, Paris, TX 56697",(737) 315-8270,True,,0.74,60,sweep_v25,2026-06-06T04:42:54.800810,Target for Modern Trade template demo
New Air Systems of Missouri City,HVAC,Missouri City,TX,Texas,"2258 2nd St, Missouri City, TX 65779",(713) 713-5704,True,,0.63,59,sweep_v25,2026-06-06T04:42:54.800852,Target for Modern Trade template demo
JD Utica Heating & Air,HVAC,Utica,NY,New York,"5271 Pine St, Utica, NY 87180",(631) 215-5255,False,,0.71,94,sweep_v25,2026-06-06T04:42:54.800897,Target for Modern Trade template demo
Union Pizzeria,Restaurant,Flower Mound,TX,Texas,"3163 Valley Blvd, Flower Mound, TX 75378",(737) 855-3238,False,,0.93,85,sweep_v25,2026-06-06T04:42:54.800944,Target for Elegant Food template demo
Spartan Arlington AC & Heating,HVAC,Arlington,TX,Texas,"6272 2nd St, Arlington, TX 14829",(806) 849-5791,False,,0.91,87,sweep_v25,2026-06-06T04:42:54.800986,Target for Modern Trade template demo
Lone Star Roofing & Remodeling of Batavia,Roofing,Batavia,NY,New York,"6452 Lincoln Ave, Batavia, NY 46291",(607) 879-9738,True,,0.6,54,sweep_v25,2026-06-06T04:42:54.801028,Target for Modern Trade template demo
Rapid Cooling & Heating of Victoria,HVAC,Victoria,TX,Texas,"8128 School St, Victoria, TX 14735",(915) 275-1696,True,,0.76,55,sweep_v25,2026-06-06T04:42:54.801069,Target for Modern Trade template demo
Old Town Johnstown Deli & Market,Restaurant,Johnstown,NY,New York,"9622 Spring St, Johnstown, NY 88550",(917) 979-5049,True,,0.69,37,sweep_v25,2026-06-06T04:42:54.801112,Target for Elegant Food template demo
Smart Mechanical of Mount Vernon,HVAC,Mount Vernon,NY,New York,"3902 Market St, Mount Vernon, NY 29936",(716) 548-1843,False,,0.72,82,sweep_v25,2026-06-06T04:42:54.801155,Target for Modern Trade template demo
Keystone Roofing of San Antonio,Roofing,San Antonio,TX,Texas,"880 Water St, San Antonio, TX 25137",(806) 561-4244,True,,0.82,63,sweep_v25,2026-06-06T04:42:54.801216,Target for Modern Trade template demo
Texas Garland Roofing,Roofing,Garland,TX,Texas,"8068 Madison Ave, Garland, TX 15712",(432) 965-4508,True,,0.88,54,sweep_v25,2026-06-06T04:42:54.801266,Target for Modern Trade template demo
Noble Roof Specialists of Greenville,Roofing,Greenville,TX,Texas,"4950 Commerce St, Greenville, TX 82658",(915) 741-6270,False,,0.82,100,sweep_v25,2026-06-06T04:42:54.801308,Target for Modern Trade template demo
Sun Heating & Air,HVAC,Geneva,NY,New York,"1421 Hamilton Ave, Geneva, NY 22378",(631) 523-6398,True,,0.71,51,sweep_v25,2026-06-06T04:42:54.801351,Target for Modern Trade template demo
City Air & Heating,HVAC,Harlingen,TX,Texas,"6903 Water St, Harlingen, TX 69868",(409) 232-3251,False,,0.74,91,sweep_v25,2026-06-06T04:42:54.801393,Target for Modern Trade template demo
Clear Comfort Systems of Sedona,HVAC,Sedona,AZ,Arizona,"1349 Technology Dr, Sedona, AZ 88473",(928) 849-8298,False,,0.73,89,sweep_v25,2026-06-06T04:42:54.801435,Target for Modern Trade template demo
Summit Roofing Contractors of Keller,Roofing,Keller,TX,Texas,"4647 Broadway, Keller, TX 59295",(469) 226-8890,False,,0.73,100,sweep_v25,2026-06-06T04:42:54.801477,Target for Modern Trade template demo
Brick Goodyear Steakhouse,Restaurant,Goodyear,AZ,Arizona,"4134 Commerce St, Goodyear, AZ 72878",(520) 820-8422,False,,0.82,91,sweep_v25,2026-06-06T04:42:54.801521,Target for Elegant Food template demo
Lone Star New York City Diner,Restaurant,New York City,NY,New York,"3802 Adams St, New York City, NY 94085",(518) 842-5542,True,,0.84,47,sweep_v25,2026-06-06T04:42:54.801565,Target for Elegant Food template demo
Supreme Roofing of Gilbert,Roofing,Gilbert,AZ,Arizona,"2616 State St, Gilbert, AZ 19408",(520) 272-7981,False,,0.71,92,sweep_v25,2026-06-06T04:42:54.801607,Target for Modern Trade template demo
North Star HVAC of Oneida,HVAC,Oneida,NY,New York,"582 3rd St, Oneida, NY 37117",(516) 470-2983,True,,0.63,50,sweep_v25,2026-06-06T04:42:54.801649,Target for Modern Trade template demo
Atlas Temple Roofing & Remodeling,Roofing,Temple,TX,Texas,"2461 Madison Ave, Temple, TX 62161",(737) 208-1739,True,,0.64,56,sweep_v25,2026-06-06T04:42:54.801691,Target for Modern Trade template demo
Bella Grille,Restaurant,Wichita Falls,TX,Texas,"3440 Madison Ave, Wichita Falls, TX 39206",(325) 977-6388,True,,0.77,42,sweep_v25,2026-06-06T04:42:54.801732,Target for Elegant Food template demo
Clear Cooling Solutions of Greenville,HVAC,Greenville,TX,Texas,"4579 Oak Ave, Greenville, TX 72832",(325) 820-3707,False,,0.91,98,sweep_v25,2026-06-06T04:42:54.801776,Target for Modern Trade template demo
Clear Temperature Control,HVAC,Ilion,NY,New York,"876 Pine St, Ilion, NY 42732",(914) 822-1353,True,,0.79,45,sweep_v25,2026-06-06T04:42:54.801817,Target for Modern Trade template demo
Grand Chandler Roofing Services,Roofing,Chandler,AZ,Arizona,"6539 Jackson Blvd, Chandler, AZ 45289",(602) 782-3293,True,,0.82,54,sweep_v25,2026-06-06T04:42:54.801858,Target for Modern Trade template demo
Famous Arlington Restaurant,Restaurant,Arlington,TX,Texas,"5100 Water St, Arlington, TX 19897",(737) 954-7910,False,,0.76,85,sweep_v25,2026-06-06T04:42:54.801900,Target for Elegant Food template demo
Signature Kingston Roofing Contractors,Roofing,Kingston,NY,New York,"7039 3rd St, Kingston, NY 42648",(929) 917-8523,True,,0.61,55,sweep_v25,2026-06-06T04:42:54.801945,Target for Modern Trade template demo
Lifetime Coolidge Roofing Company,Roofing,Coolidge,AZ,Arizona,"4083 Highland Ave, Coolidge, AZ 88842",(602) 465-9390,False,,0.73,89,sweep_v25,2026-06-06T04:42:54.801989,Target for Modern Trade template demo
ABC Temperature Control of Bullhead City,HVAC,Bullhead City,AZ,Arizona,"6018 Maple Dr, Bullhead City, AZ 74902",(480) 884-6350,True,,0.86,55,sweep_v25,2026-06-06T04:42:54.802030,Target for Modern Trade template demo
Green Service Experts of Bryan,HVAC,Bryan,TX,Texas,"4829 Oak Ave, Bryan, TX 64617",(806) 317-2269,True,,0.61,52,sweep_v25,2026-06-06T04:42:54.802072,Target for Modern Trade template demo
First Poughkeepsie Mechanical,HVAC,Poughkeepsie,NY,New York,"6492 Highland Ave, Poughkeepsie, NY 21059",(518) 749-3787,False,,0.86,86,sweep_v25,2026-06-06T04:42:54.802114,Target for Modern Trade template demo
Superior Heating & Air of Clifton,HVAC,Clifton,AZ,Arizona,"5230 Jackson Blvd, Clifton, AZ 73818",(928) 294-2868,False,,0.78,84,sweep_v25,2026-06-06T04:42:54.802156,Target for Modern Trade template demo
Lone Star Diner,Restaurant,Tonawanda,NY,New York,"4028 Center St, Tonawanda, NY 83592",(716) 957-9699,True,,0.72,52,sweep_v25,2026-06-06T04:42:54.802218,Target for Elegant Food template demo
State Frisco Cafe & Grill,Restaurant,Frisco,TX,Texas,"8159 Monroe Ave, Frisco, TX 78644",(361) 652-4378,False,,0.83,92,sweep_v25,2026-06-06T04:42:54.802267,Target for Elegant Food template demo
Storm Elmira Roofing & Construction,Roofing,Elmira,NY,New York,"307 Madison Ave, Elmira, NY 89561",(518) 341-8957,False,,0.72,91,sweep_v25,2026-06-06T04:42:54.802310,Target for Modern Trade template demo
Norton Gilbert HVAC,HVAC,Gilbert,AZ,Arizona,"341 Broadway, Gilbert, AZ 64216",(602) 722-8515,True,,0.63,57,sweep_v25,2026-06-06T04:42:54.802352,Target for Modern Trade template demo
Piazza Binghamton Taqueria,Restaurant,Binghamton,NY,New York,"3294 Technology Dr, Binghamton, NY 37514",(914) 296-9009,False,,0.74,90,sweep_v25,2026-06-06T04:42:54.802394,Target for Elegant Food template demo
Lone Star Oswego Climate Control,HVAC,Oswego,NY,New York,"4290 Valley Blvd, Oswego, NY 46856",(631) 742-5918,True,,0.79,46,sweep_v25,2026-06-06T04:42:54.802439,Target for Modern Trade template demo
Brick Eatery,Restaurant,Stephenville,TX,Texas,"2819 Pine St, Stephenville, TX 85826",(903) 302-4501,False,,0.82,84,sweep_v25,2026-06-06T04:42:54.802481,Target for Elegant Food template demo
Rescue Roof & Gutter,Roofing,Socorro,TX,Texas,"429 Maple Dr, Socorro, TX 24299",(915) 656-8488,True,,0.66,51,sweep_v25,2026-06-06T04:42:54.802523,Target for Modern Trade template demo
Rapid Service Experts of Prescott Valley,HVAC,Prescott Valley,AZ,Arizona,"717 Oak Ave, Prescott Valley, AZ 45701",(480) 426-2917,False,,0.93,97,sweep_v25,2026-06-06T04:42:54.802565,Target for Modern Trade template demo
Royal Nogales BBQ & Grill,Restaurant,Nogales,AZ,Arizona,"3086 Cedar Ln, Nogales, AZ 69054",(623) 712-1429,True,,0.84,46,sweep_v25,2026-06-06T04:42:54.802607,Target for Elegant Food template demo
Express Construction & Roofing of Wichita Falls,Roofing,Wichita Falls,TX,Texas,"117 Monroe Ave, Wichita Falls, TX 33332",(726) 520-4897,False,,0.76,91,sweep_v25,2026-06-06T04:42:54.802649,Target for Modern Trade template demo
Lone Star Restaurant,Restaurant,Maricopa,AZ,Arizona,"3188 Franklin St, Maricopa, AZ 19341",(928) 314-4908,True,,0.76,45,sweep_v25,2026-06-06T04:42:54.802691,Target for Elegant Food template demo
All-American Roof & Gutter,Roofing,Mesa,AZ,Arizona,"1571 Lincoln Ave, Mesa, AZ 52724",(928) 512-7066,True,,0.68,52,sweep_v25,2026-06-06T04:42:54.802761,Target for Modern Trade template demo
Vista New York City Roofing Co.,Roofing,New York City,NY,New York,"3338 Madison Ave, New York City, NY 56259",(917) 985-5851,False,,0.81,99,sweep_v25,2026-06-06T04:42:54.802812,Target for Modern Trade template demo
Atlas Air Systems,HVAC,Sugar Land,TX,Texas,"5368 Hill St, Sugar Land, TX 63270",(726) 649-8495,False,,0.72,98,sweep_v25,2026-06-06T04:42:54.802854,Target for Modern Trade template demo
Pride Exteriors,Roofing,Cedar Park,TX,Texas,"5211 Valley Blvd, Cedar Park, TX 59379",(469) 910-8477,True,,0.74,62,sweep_v25,2026-06-06T04:42:54.802907,Target for Modern Trade template demo
Sky Marana Shingle & Siding,Roofing,Marana,AZ,Arizona,"2071 Adams St, Marana, AZ 76033",(623) 388-4632,False,,0.77,90,sweep_v25,2026-06-06T04:42:54.802953,Target for Modern Trade template demo
Phoenix Construction & Roofing of Beaumont,Roofing,Beaumont,TX,Texas,"2913 Elm St, Beaumont, TX 82468",(409) 848-7876,False,,0.88,96,sweep_v25,2026-06-06T04:42:54.802995,Target for Modern Trade template demo
King Heating & Cooling,HVAC,Rosenberg,TX,Texas,"4137 Hamilton Ave, Rosenberg, TX 55321",(956) 827-2139,True,,0.67,48,sweep_v25,2026-06-06T04:42:54.803039,Target for Modern Trade template demo
Heritage Lackawanna HVAC Solutions,HVAC,Lackawanna,NY,New York,"8308 Enterprise Rd, Lackawanna, NY 36072",(631) 579-8092,False,,0.79,83,sweep_v25,2026-06-06T04:42:54.803081,Target for Modern Trade template demo
Golden Metal Roofing of Mount Vernon,Roofing,Mount Vernon,NY,New York,"5988 3rd St, Mount Vernon, NY 15158",(607) 667-7738,True,,0.9,61,sweep_v25,2026-06-06T04:42:54.803123,Target for Modern Trade template demo
Silver Cooling Solutions of Cohoes,HVAC,Cohoes,NY,New York,"201 Technology Dr, Cohoes, NY 17173",(716) 348-3513,False,,0.71,82,sweep_v25,2026-06-06T04:42:54.803164,Target for Modern Trade template demo
Pinnacle Metal Roofing,Roofing,Binghamton,NY,New York,"8900 2nd St, Binghamton, NY 99310",(716) 300-8467,False,,0.94,89,sweep_v25,2026-06-06T04:42:54.803230,Target for Modern Trade template demo
Sun Paradise Valley Sushi Bar,Restaurant,Paradise Valley,AZ,Arizona,"305 Sunset Blvd, Paradise Valley, AZ 42728",(623) 797-9859,True,,0.86,40,sweep_v25,2026-06-06T04:42:54.803280,Target for Elegant Food template demo
Express Roofing Company,Roofing,Coppell,TX,Texas,"1085 Pine St, Coppell, TX 17213",(726) 268-7615,True,,0.71,58,sweep_v25,2026-06-06T04:42:54.803324,Target for Modern Trade template demo
Blue HVAC Solutions of Binghamton,HVAC,Binghamton,NY,New York,"9630 Enterprise Rd, Binghamton, NY 63653",(917) 565-9031,True,,0.68,48,sweep_v25,2026-06-06T04:42:54.803372,Target for Modern Trade template demo
Harbor Bedford Cafe & Grill,Restaurant,Bedford,TX,Texas,"216 Maple Dr, Bedford, TX 59098",(737) 848-6158,False,,0.94,95,sweep_v25,2026-06-06T04:42:54.803414,Target for Elegant Food template demo
Arrow AC & Heating of Plattsburgh,HVAC,Plattsburgh,NY,New York,"7756 Park Ave, Plattsburgh, NY 40960",(518) 583-4983,False,,0.79,86,sweep_v25,2026-06-06T04:42:54.803456,Target for Modern Trade template demo
Best Mechanicville Shingle & Siding,Roofing,Mechanicville,NY,New York,"818 Cedar Ln, Mechanicville, NY 40910",(347) 306-7568,True,,0.77,49,sweep_v25,2026-06-06T04:42:54.803500,Target for Modern Trade template demo
Grand Duncanville Metal Roofing,Roofing,Duncanville,TX,Texas,"580 Lake Dr, Duncanville, TX 21378",(737) 300-8942,True,,0.62,63,sweep_v25,2026-06-06T04:42:54.803542,Target for Modern Trade template demo
