business_name,phone,email,website_url,contact_name,city,state_code,state_name,industry,address,lead_score,source,status
Heritage Newark Plumbing,(302) 324-9509,info@heritage-newark-plumbing.plumbers.net,https://www.heritage-newark-plumbing.net,Jonathan Lewis,Newark,DE,Delaware,Plumbing,"8836 Liberty Ave, Newark, DE",48,national_scrape_v1,new
Wilmington Plumbing Solutions,(302) 826-7267,info@wilmington-plumbing-solutions.rooter.com,https://www.wilmington-plumbing-solutions.com,Margaret Adams,Wilmington,DE,Delaware,Plumbing,"6455 Adams Blvd, Wilmington, DE",88,national_scrape_v1,new
All Dover Pipe & Drain,(302) 221-5628,info@all-dover-pipe-drain.pipeanddrain.com,https://www.all-dover-pipe-drain.com,Susan Johnson,Dover,DE,Delaware,Plumbing,"7165 Broadway, Dover, DE",86,national_scrape_v1,new
Rooter-Man of Newark,(302) 649-6507,info@rooter-man-of-newark.drainpros.com,https://www.rooter-man-of-newark.org,Debra Baker,Newark,DE,Delaware,Plumbing,"4378 Mill St, Newark, DE",62,national_scrape_v1,new
Newark Plumbing & Drain,(302) 221-7067,info@newark-plumbing-drain.drainpros.com,https://www.newark-plumbing-drain.org,Jennifer Cruz,Newark,DE,Delaware,Plumbing,"2022 Elm St, Newark, DE",68,national_scrape_v1,new
Dover Drain Cleaning,(302) 685-8771,info@dover-drain-cleaning.drainpros.com,https://www.dover-drain-cleaning.net,Anthony Martinez,Dover,DE,Delaware,Plumbing,"1078 Heritage Dr, Dover, DE",66,national_scrape_v1,new
Wilmington Plumbing Pros,(302) 904-9276,info@wilmington-plumbing-pros.rooter.com,https://www.wilmington-plumbing-pros.co,Linda Sanchez,Wilmington,DE,Delaware,Plumbing,"4491 Professional Pkwy, Wilmington, DE",83,national_scrape_v1,new
Wilmington Roofing & Construction,(302) 493-3205,info@wilmington-roofing-construction.roofsolutions.com,https://www.wilmington-roofing-construction.org,Nancy Peterson,Wilmington,DE,Delaware,Roofing,"4080 5th Ave, Wilmington, DE",50,national_scrape_v1,new
Metro Newark Roofing,(302) 398-1896,info@metro-newark-roofing.roofsolutions.com,https://www.metro-newark-roofing.org,Raymond Ramirez,Newark,DE,Delaware,Roofing,"557 College Ave, Newark, DE",83,national_scrape_v1,new
Guardian Newark Roofing & Construction,(302) 863-7598,info@guardian-newark-roofing-construction.roofing.com,https://www.guardian-newark-roofing-construction.org,Anthony Evans,Newark,DE,Delaware,Roofing,"3033 Monroe St, Newark, DE",79,national_scrape_v1,new
Royal Newark Exteriors,(302) 693-4213,info@royal-newark-exteriors.roofingservices.com,https://www.royal-newark-exteriors.us,Samuel Anderson,Newark,DE,Delaware,Roofing,"8497 Elm St, Newark, DE",58,national_scrape_v1,new
Dover Roofing & Remodeling,(302) 708-5725,info@dover-roofing-remodeling.roofpros.com,https://www.dover-roofing-remodeling.net,Thomas Morgan,Dover,DE,Delaware,Roofing,"126 Elm St, Dover, DE",44,national_scrape_v1,new
King Dover Roofing Co.,(302) 705-6255,info@king-dover-roofing-co.roofpros.com,https://www.king-dover-roofing-co.net,Christine Bennett,Dover,DE,Delaware,Roofing,"9346 Hill St, Dover, DE",93,national_scrape_v1,new
Premier Wilmington Roofing Solutions,(302) 208-8237,info@premier-wilmington-roofing-solutions.roofingservices.com,https://www.premier-wilmington-roofing-solutions.org,Benjamin Clark,Wilmington,DE,Delaware,Roofing,"2937 South Ave, Wilmington, DE",71,national_scrape_v1,new
Central Wilmington Roofing,(302) 270-5026,info@central-wilmington-roofing.roofers.net,https://www.central-wilmington-roofing.org,Jessica Long,Wilmington,DE,Delaware,Roofing,"3825 Hill St, Wilmington, DE",49,national_scrape_v1,new
Malarkey Roofing of Newark,(302) 590-2890,info@malarkey-roofing-of-newark.roofers.net,https://www.malarkey-roofing-of-newark.co,Jacob Ramos,Newark,DE,Delaware,Roofing,"2966 Monroe St, Newark, DE",62,national_scrape_v1,new
Classic Wilmington Exteriors,(302) 606-4553,info@classic-wilmington-exteriors.roofsolutions.com,https://www.classic-wilmington-exteriors.co,Scott Richardson,Wilmington,DE,Delaware,Roofing,"8012 Cedar Ln, Wilmington, DE",44,national_scrape_v1,new
Precision Wilmington Exteriors,(302) 584-2450,info@precision-wilmington-exteriors.roofing.com,https://www.precision-wilmington-exteriors.com,Betty Hall,Wilmington,DE,Delaware,Roofing,"1731 Mill St, Wilmington, DE",87,national_scrape_v1,new
Malarkey Roofing of Wilmington,(302) 300-7979,info@malarkey-roofing-of-wilmington.roofingcontractors.com,https://www.malarkey-roofing-of-wilmington.org,Patricia Brooks,Wilmington,DE,Delaware,Roofing,"9442 Main St, Wilmington, DE",95,national_scrape_v1,new
Sky Newark Roofing & Construction,(302) 391-3931,info@sky-newark-roofing-construction.roofingcontractors.com,https://www.sky-newark-roofing-construction.net,Andrew Thomas,Newark,DE,Delaware,Roofing,"4530 2nd Ave, Newark, DE",88,national_scrape_v1,new
Elite Dover Roofing Solutions,(302) 610-3661,info@elite-dover-roofing-solutions.roofingservices.com,https://www.elite-dover-roofing-solutions.com,Sharon Anderson,Dover,DE,Delaware,Roofing,"5513 Pine St, Dover, DE",43,national_scrape_v1,new
American Dover Roofing & Construction,(302) 644-8642,info@american-dover-roofing-construction.roofsolutions.com,https://www.american-dover-roofing-construction.us,Anthony Parker,Dover,DE,Delaware,Roofing,"8434 3rd St, Dover, DE",76,national_scrape_v1,new
King Dover Exteriors,(302) 571-5621,info@king-dover-exteriors.roofingcontractors.com,https://www.king-dover-exteriors.us,Dennis Watson,Dover,DE,Delaware,Roofing,"7305 Pine St, Dover, DE",72,national_scrape_v1,new
Fortress Dover Roofing Solutions,(302) 733-8246,info@fortress-dover-roofing-solutions.roofingcontractors.com,https://www.fortress-dover-roofing-solutions.co,Donald Hill,Dover,DE,Delaware,Roofing,"2934 1st St, Dover, DE",77,national_scrape_v1,new
Wilmington Exteriors,(302) 377-8704,info@wilmington-exteriors.roofsolutions.com,https://www.wilmington-exteriors.org,Lisa Rogers,Wilmington,DE,Delaware,Roofing,"3029 School St, Wilmington, DE",58,national_scrape_v1,new
Main Dover Exteriors,(302) 224-3103,info@main-dover-exteriors.roofsolutions.com,https://www.main-dover-exteriors.com,Sandra Stewart,Dover,DE,Delaware,Roofing,"8617 Heritage Dr, Dover, DE",58,national_scrape_v1,new
Main Wilmington Roofing Services,(302) 413-6026,info@main-wilmington-roofing-services.roofingservices.com,https://www.main-wilmington-roofing-services.us,Frank Williams,Wilmington,DE,Delaware,Roofing,"2766 College Ave, Wilmington, DE",74,national_scrape_v1,new
Accurate Wilmington Roof Pros,(302) 407-7358,info@accurate-wilmington-roof-pros.exteriors.com,https://www.accurate-wilmington-roof-pros.com,Elizabeth Scott,Wilmington,DE,Delaware,Roofing,"4510 2nd Ave, Wilmington, DE",67,national_scrape_v1,new
Express Dover Roofing & Construction,(302) 604-1500,info@express-dover-roofing-construction.roofing.com,https://www.express-dover-roofing-construction.net,Justin Adams,Dover,DE,Delaware,Roofing,"4657 East Blvd, Dover, DE",88,national_scrape_v1,new
Newark Roofing Services,(302) 911-1633,info@newark-roofing-services.exteriors.com,https://www.newark-roofing-services.us,Pamela Nguyen,Newark,DE,Delaware,Roofing,"1654 2nd Ave, Newark, DE",73,national_scrape_v1,new
City Newark Roofing & Remodeling,(302) 913-6988,info@city-newark-roofing-remodeling.roofpros.com,https://www.city-newark-roofing-remodeling.co,Nicholas Bennett,Newark,DE,Delaware,Roofing,"6922 East Blvd, Newark, DE",67,national_scrape_v1,new
Pro Newark Roofing,(302) 637-8521,info@pro-newark-roofing.roofingcontractors.com,https://www.pro-newark-roofing.co,Raymond Williams,Newark,DE,Delaware,Roofing,"7989 Washington St, Newark, DE",52,national_scrape_v1,new
Peak Dover Roof Pros,(302) 643-4102,info@peak-dover-roof-pros.roofsolutions.com,https://www.peak-dover-roof-pros.com,Sarah Cook,Dover,DE,Delaware,Roofing,"9448 College Ave, Dover, DE",77,national_scrape_v1,new
Dover Roofing Solutions,(302) 256-5033,info@dover-roofing-solutions.roofsolutions.com,https://www.dover-roofing-solutions.com,Brenda Gray,Dover,DE,Delaware,Roofing,"5006 Market St, Dover, DE",81,national_scrape_v1,new
Electricians Inc of Dover,(302) 921-1766,info@electricians-inc-of-dover.electrict.com,https://www.electricians-inc-of-dover.org,Robert Chavez,Dover,DE,Delaware,Electrical,"2558 Heritage Dr, Dover, DE",48,national_scrape_v1,new
Sure Dover Electrical & Lighting,(302) 204-8117,info@sure-dover-electrical-lighting.electrict.com,https://www.sure-dover-electrical-lighting.org,Deborah Long,Dover,DE,Delaware,Electrical,"1314 Monroe St, Dover, DE",49,national_scrape_v1,new
Dover Electrical Services,(302) 951-8026,info@dover-electrical-services.electricalservices.com,https://www.dover-electrical-services.org,Jacob Castillo,Dover,DE,Delaware,Electrical,"6530 Mill St, Dover, DE",85,national_scrape_v1,new
All Dover Electricians,(302) 642-8076,info@all-dover-electricians.electricpros.com,https://www.all-dover-electricians.net,Jerry Ruiz,Dover,DE,Delaware,Electrical,"6782 Park Ave, Dover, DE",56,national_scrape_v1,new
Wire Newark Electrical & Lighting,(302) 903-7340,info@wire-newark-electrical-lighting.electrician.net,https://www.wire-newark-electrical-lighting.com,Barbara Miller,Newark,DE,Delaware,Electrical,"1330 Business Park Dr, Newark, DE",70,national_scrape_v1,new
Patriot Wilmington Electric,(302) 538-9969,info@patriot-wilmington-electric.electrical.com,https://www.patriot-wilmington-electric.org,Ryan Martin,Wilmington,DE,Delaware,Electrical,"1295 Corporate Dr, Wilmington, DE",90,national_scrape_v1,new
National Newark Electrical,(302) 527-5025,info@national-newark-electrical.electricpros.com,https://www.national-newark-electrical.co,Raymond Hernandez,Newark,DE,Delaware,Electrical,"1091 West St, Newark, DE",72,national_scrape_v1,new
Southwest Newark Electrical Systems,(302) 729-2243,info@southwest-newark-electrical-systems.electricpros.com,https://www.southwest-newark-electrical-systems.org,Emily Chavez,Newark,DE,Delaware,Electrical,"4683 School St, Newark, DE",58,national_scrape_v1,new
North Newark Electrical Services,(302) 613-2766,info@north-newark-electrical-services.electricalservices.com,https://www.north-newark-electrical-services.net,Joshua Stewart,Newark,DE,Delaware,Electrical,"3597 2nd Ave, Newark, DE",86,national_scrape_v1,new
Newark Electrical Contractors,(302) 801-9850,info@newark-electrical-contractors.powerandlight.com,https://www.newark-electrical-contractors.net,Emily Parker,Newark,DE,Delaware,Electrical,"4832 Hamilton Ave, Newark, DE",93,national_scrape_v1,new
American Newark Electrical Pros,(302) 203-3261,info@american-newark-electrical-pros.electrical.com,https://www.american-newark-electrical-pros.co,Amanda Hill,Newark,DE,Delaware,Electrical,"7017 Cedar Ln, Newark, DE",57,national_scrape_v1,new
Patriot Dover Electrical Systems,(302) 649-7496,info@patriot-dover-electrical-systems.electricalservices.com,https://www.patriot-dover-electrical-systems.com,Benjamin Flores,Dover,DE,Delaware,Electrical,"3419 Lincoln Ave, Dover, DE",84,national_scrape_v1,new
Dover Electricians,(302) 994-8199,info@dover-electricians.electricalsolutions.com,https://www.dover-electricians.com,Matthew Gray,Dover,DE,Delaware,Electrical,"6823 Technology Dr, Dover, DE",49,national_scrape_v1,new
Dover Electrical,(302) 583-3793,info@dover-electrical.electricalsolutions.com,https://www.dover-electrical.net,Susan Gomez,Dover,DE,Delaware,Electrical,"8181 Industrial Blvd, Dover, DE",46,national_scrape_v1,new
Circuit Wilmington Electrical & Lighting,(302) 884-4847,info@circuit-wilmington-electrical-lighting.powerandlight.com,https://www.circuit-wilmington-electrical-lighting.co,Lisa Gutierrez,Wilmington,DE,Delaware,Electrical,"5115 Park Ave, Wilmington, DE",54,national_scrape_v1,new
White Wilmington Electrical Services,(302) 763-6910,info@white-wilmington-electrical-services.electrician.net,https://www.white-wilmington-electrical-services.org,Emma Ramirez,Wilmington,DE,Delaware,Electrical,"2366 Professional Pkwy, Wilmington, DE",43,national_scrape_v1,new
Quality Dover Electricians,(302) 762-9034,info@quality-dover-electricians.electricalsolutions.com,https://www.quality-dover-electricians.us,Margaret Sanders,Dover,DE,Delaware,Electrical,"4724 Professional Pkwy, Dover, DE",40,national_scrape_v1,new
Power Wilmington Electrical Services,(302) 332-6608,info@power-wilmington-electrical-services.electricpros.com,https://www.power-wilmington-electrical-services.org,Melissa Cox,Wilmington,DE,Delaware,Electrical,"5060 Oak Ave, Wilmington, DE",64,national_scrape_v1,new
Select Dover Electricians,(302) 869-4923,info@select-dover-electricians.electricalservices.com,https://www.select-dover-electricians.com,George King,Dover,DE,Delaware,Electrical,"3602 Broadway, Dover, DE",91,national_scrape_v1,new
Pioneer Newark Electrical Services,(302) 905-8961,info@pioneer-newark-electrical-services.electricpros.com,https://www.pioneer-newark-electrical-services.net,Charles Cook,Newark,DE,Delaware,Electrical,"755 Corporate Dr, Newark, DE",41,national_scrape_v1,new
Silver Dover Electrical Pros,(302) 319-3471,info@silver-dover-electrical-pros.electricpros.com,https://www.silver-dover-electrical-pros.us,Carol Howard,Dover,DE,Delaware,Electrical,"2102 Adams Blvd, Dover, DE",77,national_scrape_v1,new
Pro Dover Electrical & Lighting,(302) 884-5459,info@pro-dover-electrical-lighting.powerandlight.com,https://www.pro-dover-electrical-lighting.net,Betty Williams,Dover,DE,Delaware,Electrical,"2504 Elm St, Dover, DE",70,national_scrape_v1,new
Royal Wilmington Electrical & Lighting,(302) 273-3092,info@royal-wilmington-electrical-lighting.electrical.com,https://www.royal-wilmington-electrical-lighting.co,Emily Cook,Wilmington,DE,Delaware,Electrical,"3791 Hill St, Wilmington, DE",43,national_scrape_v1,new
Red Dover Electricians,(302) 932-7434,info@red-dover-electricians.powerandlight.com,https://www.red-dover-electricians.org,Alexander Watson,Dover,DE,Delaware,Electrical,"6539 Medical Center Dr, Dover, DE",90,national_scrape_v1,new
Pro Newark Electrical Systems,(302) 821-3165,info@pro-newark-electrical-systems.electrict.com,https://www.pro-newark-electrical-systems.us,Joshua Roberts,Newark,DE,Delaware,Electrical,"6887 Market St, Newark, DE",72,national_scrape_v1,new
Elite Dover Electricians,(302) 874-6260,info@elite-dover-electricians.powerandlight.com,https://www.elite-dover-electricians.com,Michelle Kim,Dover,DE,Delaware,Electrical,"3950 Main St, Dover, DE",43,national_scrape_v1,new
Modern Wilmington Electrical Contractors,(302) 663-7946,info@modern-wilmington-electrical-contractors.electricalservices.com,https://www.modern-wilmington-electrical-contractors.org,Paul Reyes,Wilmington,DE,Delaware,Electrical,"155 Elm St, Wilmington, DE",81,national_scrape_v1,new
Express Wilmington Electrical Contractors,(302) 955-7819,info@express-wilmington-electrical-contractor.powerandlight.com,https://www.express-wilmington-electrical-contractors.us,Susan Young,Wilmington,DE,Delaware,Electrical,"500 Main St, Wilmington, DE",57,national_scrape_v1,new
Newark American Bar & Grill,(302) 688-7814,info@newark-american-bar-grill.yelp.com,https://www.newark-american-bar-grill.us,Benjamin Gutierrez,Newark,DE,Delaware,Restaurant,"8029 Mill St, Newark, DE",72,national_scrape_v1,new
Lincoln Wilmington Diner,(302) 473-4733,info@lincoln-wilmington-diner.restaurant.com,https://www.lincoln-wilmington-diner.us,Michael Chavez,Wilmington,DE,Delaware,Restaurant,"6234 Franklin St, Wilmington, DE",57,national_scrape_v1,new
IHOP of Newark,(302) 554-7612,info@ihop-of-newark.orderfood.com,https://www.ihop-of-newark.net,Jacob Perez,Newark,DE,Delaware,Restaurant,"8557 College Ave, Newark, DE",52,national_scrape_v1,new
Island Newark Steakhouse,(302) 802-9981,info@island-newark-steakhouse.dining.com,https://www.island-newark-steakhouse.us,Timothy Castillo,Newark,DE,Delaware,Restaurant,"9325 Professional Pkwy, Newark, DE",61,national_scrape_v1,new
Big Cafe Dover,(302) 437-3025,info@big-cafe-dover.orderfood.com,https://www.big-cafe-dover.com,Rachel Allen,Dover,DE,Delaware,Restaurant,"628 3rd St, Dover, DE",79,national_scrape_v1,new
Tasty Bowl Dover,(302) 675-4263,info@tasty-bowl-dover.foodandwine.com,https://www.tasty-bowl-dover.net,Pamela Carter,Dover,DE,Delaware,Restaurant,"8287 Technology Dr, Dover, DE",88,national_scrape_v1,new
Dover Southern Kitchen & Bar,(302) 461-2942,info@dover-southern-kitchen-bar.eatery.net,https://www.dover-southern-kitchen-bar.co,Michael Bailey,Dover,DE,Delaware,Restaurant,"5474 Adams Blvd, Dover, DE",45,national_scrape_v1,new
Old Bowl Wilmington,(302) 338-8360,info@old-bowl-wilmington.orderfood.com,https://www.old-bowl-wilmington.co,Brandon Morgan,Wilmington,DE,Delaware,Restaurant,"1250 West St, Wilmington, DE",49,national_scrape_v1,new
North Wilmington Bistro,(302) 422-2080,info@north-wilmington-bistro.dining.com,https://www.north-wilmington-bistro.us,Richard Kim,Wilmington,DE,Delaware,Restaurant,"3625 Innovation Blvd, Wilmington, DE",63,national_scrape_v1,new
Pizza Hut of Dover,(302) 292-5410,info@pizza-hut-of-dover.opentable.net,https://www.pizza-hut-of-dover.net,John Gomez,Dover,DE,Delaware,Restaurant,"4770 Lake Dr, Dover, DE",65,national_scrape_v1,new
Dover Seafood Grill,(302) 264-1305,info@dover-seafood-grill.yelp.com,https://www.dover-seafood-grill.net,James Wood,Dover,DE,Delaware,Restaurant,"8575 Victory Blvd, Dover, DE",82,national_scrape_v1,new
Downtown Plate Dover,(302) 246-1936,info@downtown-plate-dover.restaurant.com,https://www.downtown-plate-dover.com,Ryan Nguyen,Dover,DE,Delaware,Restaurant,"821 Enterprise Ave, Dover, DE",59,national_scrape_v1,new
Sweet Bowl Newark,(302) 571-9575,info@sweet-bowl-newark.dinein.com,https://www.sweet-bowl-newark.net,Carol Mitchell,Newark,DE,Delaware,Restaurant,"4097 Park Ave, Newark, DE",89,national_scrape_v1,new
Dunkin' of Wilmington,(302) 482-1682,info@dunkin-of-wilmington.foodandwine.com,https://www.dunkin-of-wilmington.us,Steven Morales,Wilmington,DE,Delaware,Restaurant,"676 5th Ave, Wilmington, DE",40,national_scrape_v1,new
Village Dover Grill,(302) 203-7086,info@village-dover-grill.opentable.net,https://www.village-dover-grill.com,Dorothy Gutierrez,Dover,DE,Delaware,Restaurant,"3900 Industrial Blvd, Dover, DE",57,national_scrape_v1,new
Newark Mexican Cafe,(302) 954-1536,info@newark-mexican-cafe.dining.com,https://www.newark-mexican-cafe.net,Nicholas Jimenez,Newark,DE,Delaware,Restaurant,"2777 Market St, Newark, DE",47,national_scrape_v1,new
Tide Dover Kitchen & Bar,(302) 795-8829,info@tide-dover-kitchen-bar.eatery.net,https://www.tide-dover-kitchen-bar.org,Catherine Hughes,Dover,DE,Delaware,Restaurant,"1407 Freedom Ave, Dover, DE",86,national_scrape_v1,new
New Lounge Dover,(302) 379-5598,info@new-lounge-dover.orderfood.com,https://www.new-lounge-dover.co,Benjamin Carter,Dover,DE,Delaware,Restaurant,"7694 Technology Dr, Dover, DE",68,national_scrape_v1,new
Lakeside Dover Steakhouse,(302) 722-4607,info@lakeside-dover-steakhouse.yelp.com,https://www.lakeside-dover-steakhouse.us,Betty Smith,Dover,DE,Delaware,Restaurant,"3853 Business Park Dr, Dover, DE",76,national_scrape_v1,new
Royal Newark Bar & Grill,(302) 654-5360,info@royal-newark-bar-grill.restaurant.com,https://www.royal-newark-bar-grill.com,Katherine Rivera,Newark,DE,Delaware,Restaurant,"8526 Monroe St, Newark, DE",56,national_scrape_v1,new
Classic Grill Newark,(302) 994-5911,info@classic-grill-newark.opentable.net,https://www.classic-grill-newark.us,Linda Rogers,Newark,DE,Delaware,Restaurant,"129 Jackson Dr, Newark, DE",52,national_scrape_v1,new
Imperial Wilmington Diner,(302) 761-3583,info@imperial-wilmington-diner.yelp.com,https://www.imperial-wilmington-diner.com,Catherine Hall,Wilmington,DE,Delaware,Restaurant,"2071 Mill St, Wilmington, DE",46,national_scrape_v1,new
Chipotle of Dover,(302) 946-2438,info@chipotle-of-dover.eatery.net,https://www.chipotle-of-dover.co,Lisa Moore,Dover,DE,Delaware,Restaurant,"2091 Corporate Dr, Dover, DE",75,national_scrape_v1,new
Majestic Wilmington Restaurant,(302) 241-3815,info@majestic-wilmington-restaurant.dining.com,https://www.majestic-wilmington-restaurant.co,Sandra Martin,Wilmington,DE,Delaware,Restaurant,"5371 Hill St, Wilmington, DE",87,national_scrape_v1,new
Cozy View Newark,(302) 698-1832,info@cozy-view-newark.orderfood.com,https://www.cozy-view-newark.us,Brenda Johnson,Newark,DE,Delaware,Restaurant,"4025 Business Park Dr, Newark, DE",64,national_scrape_v1,new
Green Dover Bistro,(302) 770-1023,info@green-dover-bistro.dinein.com,https://www.green-dover-bistro.us,Diane Lopez,Dover,DE,Delaware,Restaurant,"4936 Business Park Dr, Dover, DE",40,national_scrape_v1,new
Vista Wilmington Kitchen & Bar,(302) 273-1593,info@vista-wilmington-kitchen-bar.yelp.com,https://www.vista-wilmington-kitchen-bar.org,Samantha Lewis,Wilmington,DE,Delaware,Restaurant,"3606 Park Ave, Wilmington, DE",83,national_scrape_v1,new
Central Wilmington Eatery,(302) 330-6074,info@central-wilmington-eatery.dinein.com,https://www.central-wilmington-eatery.net,Raymond Young,Wilmington,DE,Delaware,Restaurant,"1868 Main St, Wilmington, DE",67,national_scrape_v1,new
Wilmington Steakhouse,(302) 780-8136,info@wilmington-steakhouse.eatery.net,https://www.wilmington-steakhouse.com,Jessica Allen,Wilmington,DE,Delaware,Restaurant,"2896 Park Ave, Wilmington, DE",49,national_scrape_v1,new
Red Miami Temperature Control,(727) 594-1234,info@red-miami-temperature-control.heatingandcooling.net,https://www.red-miami-temperature-control.org,Raymond Castillo,Miami,FL,Florida,HVAC,"6569 Adams Blvd, Miami, FL",61,national_scrape_v1,new
Capital Fort Lauderdale Heating & Air,(904) 805-8650,info@capital-fort-lauderdale-heating-air.acrepair.com,https://www.capital-fort-lauderdale-heating-air.us,Stephen Edwards,Fort Lauderdale,FL,Florida,HVAC,"7231 2nd Ave, Fort Lauderdale, FL",88,national_scrape_v1,new
Flagship Orlando Temperature Control,(772) 388-3688,info@flagship-orlando-temperature-control.heatingandcooling.net,https://www.flagship-orlando-temperature-control.us,Margaret White,Orlando,FL,Florida,HVAC,"8421 Mill St, Orlando, FL",73,national_scrape_v1,new
Ironclad Fort Lauderdale Mechanical Services,(954) 647-1134,info@ironclad-fort-lauderdale-mechanical-serv.airconditioning.com,https://www.ironclad-fort-lauderdale-mechanical-services.com,Pamela Johnson,Fort Lauderdale,FL,Florida,HVAC,"6335 Hill St, Fort Lauderdale, FL",63,national_scrape_v1,new
American Orlando Air Systems,(321) 239-5583,info@american-orlando-air-systems.airconditioning.com,https://www.american-orlando-air-systems.net,Debra Miller,Orlando,FL,Florida,HVAC,"4088 Maple Dr, Orlando, FL",55,national_scrape_v1,new
Premier Fort Lauderdale HVAC Services,(863) 276-4071,info@premier-fort-lauderdale-hvac-services.airconditioning.com,https://www.premier-fort-lauderdale-hvac-services.net,Jason Patel,Fort Lauderdale,FL,Florida,HVAC,"7404 Market St, Fort Lauderdale, FL",82,national_scrape_v1,new
Red Orlando Air Systems,(863) 722-9005,info@red-orlando-air-systems.airconditioning.com,https://www.red-orlando-air-systems.us,Nicholas Stewart,Orlando,FL,Florida,HVAC,"8319 North St, Orlando, FL",65,national_scrape_v1,new
Easy Orlando Air Systems,(386) 694-4130,info@easy-orlando-air-systems.comfortsolutions.com,https://www.easy-orlando-air-systems.net,Nancy Nguyen,Orlando,FL,Florida,HVAC,"1730 Sunset Blvd, Orlando, FL",77,national_scrape_v1,new
Flagship Orlando Mechanical Services,(904) 746-5649,info@flagship-orlando-mechanical-services.hvacservices.com,https://www.flagship-orlando-mechanical-services.net,James Lewis,Orlando,FL,Florida,HVAC,"8879 University Blvd, Orlando, FL",41,national_scrape_v1,new
Quality Tampa Climate Control,(305) 673-3626,info@quality-tampa-climate-control.hvacservices.com,https://www.quality-tampa-climate-control.com,Cynthia Kim,Tampa,FL,Florida,HVAC,"7412 5th Ave, Tampa, FL",95,national_scrape_v1,new
Main Street Fort Lauderdale Heating & Air,(863) 343-7275,info@main-street-fort-lauderdale-heating-air.acrepair.com,https://www.main-street-fort-lauderdale-heating-air.us,Daniel Wright,Fort Lauderdale,FL,Florida,HVAC,"8812 Highland Ave, Fort Lauderdale, FL",45,national_scrape_v1,new
Arrow Miami Cooling & Heating,(772) 799-4346,info@arrow-miami-cooling-heating.comfortsolutions.com,https://www.arrow-miami-cooling-heating.com,Jack Mitchell,Miami,FL,Florida,HVAC,"5738 Corporate Dr, Miami, FL",68,national_scrape_v1,new
Miami Heating & Air,(863) 431-1758,info@miami-heating-air.airconditioning.com,https://www.miami-heating-air.com,David Parker,Miami,FL,Florida,HVAC,"8942 Main St, Miami, FL",47,national_scrape_v1,new
North Star Jacksonville Air Systems,(407) 561-7647,info@north-star-jacksonville-air-systems.airconditioning.com,https://www.north-star-jacksonville-air-systems.us,Tyler James,Jacksonville,FL,Florida,HVAC,"5796 University Blvd, Jacksonville, FL",55,national_scrape_v1,new
Guardian Tampa Heating & Cooling,(321) 994-4593,info@guardian-tampa-heating-cooling.hvac.com,https://www.guardian-tampa-heating-cooling.net,Timothy Gutierrez,Tampa,FL,Florida,HVAC,"6873 Maple Dr, Tampa, FL",65,national_scrape_v1,new
Direct Orlando Heating & Cooling,(352) 674-3874,info@direct-orlando-heating-cooling.comfortsolutions.com,https://www.direct-orlando-heating-cooling.us,Rebecca Rivera,Orlando,FL,Florida,HVAC,"8506 Park Ave, Orlando, FL",64,national_scrape_v1,new
Express Tampa Air Systems,(352) 278-4130,info@express-tampa-air-systems.airconditioning.com,https://www.express-tampa-air-systems.us,Jessica Myers,Tampa,FL,Florida,HVAC,"2391 University Blvd, Tampa, FL",77,national_scrape_v1,new
North Star Jacksonville Mechanical Services,(813) 318-8889,info@north-star-jacksonville-mechanical-servi.airconditioning.com,https://www.north-star-jacksonville-mechanical-services.com,Jack Cooper,Jacksonville,FL,Florida,HVAC,"5399 Church St, Jacksonville, FL",42,national_scrape_v1,new
ProTech Miami Air Conditioning,(727) 895-7692,info@protech-miami-air-conditioning.hvacpros.net,https://www.protech-miami-air-conditioning.us,Gary Watson,Miami,FL,Florida,HVAC,"3710 Liberty Ave, Miami, FL",56,national_scrape_v1,new
Golden Miami Mechanical Services,(561) 992-6039,info@golden-miami-mechanical-services.airconditioning.com,https://www.golden-miami-mechanical-services.us,Michelle Howard,Miami,FL,Florida,HVAC,"7338 Technology Dr, Miami, FL",52,national_scrape_v1,new
Reliable Orlando Heating & Cooling,(407) 427-7615,info@reliable-orlando-heating-cooling.comfortsolutions.com,https://www.reliable-orlando-heating-cooling.co,Donald Robinson,Orlando,FL,Florida,HVAC,"9621 Business Park Dr, Orlando, FL",56,national_scrape_v1,new
Pride Miami Heating & Air,(850) 473-6265,info@pride-miami-heating-air.mechanicalservices.com,https://www.pride-miami-heating-air.org,Ryan Reyes,Miami,FL,Florida,HVAC,"8369 School St, Miami, FL",50,national_scrape_v1,new
Amana of Orlando,(386) 459-5604,info@amana-of-orlando.hvacservices.com,https://www.amana-of-orlando.net,Karen Davis,Orlando,FL,Florida,HVAC,"5975 Broadway, Orlando, FL",83,national_scrape_v1,new
Royal Tampa Air Conditioning,(352) 234-6561,info@royal-tampa-air-conditioning.acrepair.com,https://www.royal-tampa-air-conditioning.net,Brian Price,Tampa,FL,Florida,HVAC,"2617 Industrial Blvd, Tampa, FL",79,national_scrape_v1,new
Grand Miami HVAC,(813) 635-3256,info@grand-miami-hvac.acrepair.com,https://www.grand-miami-hvac.net,Donald Sanchez,Miami,FL,Florida,HVAC,"2464 Heritage Dr, Miami, FL",86,national_scrape_v1,new
